Date,Department,Ma_nhom_NSP1,NSP1_Name,NSP2_Name,NSP1_Code,NSP2_Code,Deliver_Plan,Plan_Type
2024-12,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,29026000000.0,Thang
2025-01,TMND_BH2,L2,2- SP Chất lượng cao,,A002,,379000000000.0,Quy
2024-07,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,23805777818.0,Quy
2023-10,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,218339000000.0,Thang
2024-11,BH1,L6,6- KD DV & Trải nghiệm KH,KD DV & Trải nghiệm KH,A006,B017,1650000000.0,Thang
2024-08,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,869012343.5,Thang
2023-10,CTY,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,62874000.0,Thang
2024-07,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,3561835273.0,Quy
2023-10,TMND,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,97559063000.0,Thang
2024-10,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,63400000000.0,Quy
2024-08,BH2,L4,4- SP LOCAL,Local,A004,B019,3622489.233,Thang
2024-07,BH2,L5,5- SP IOT,IoT,A005,B013,1498427255.0,Quy
2023-10,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,4006648000.0,Thang
2023-10,CTY,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,253619000000.0,Thang
2024-10,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,84900000000.0,Thang
2024-09,BH2,L6,6- KD DV & Trải nghiệm KH,KD DV & Trải nghiệm KH,A006,B017,175693515.5,Thang
2023-10,CTY,L5,5- SP IOT,IoT,A005,B013,1082806000.0,Thang
2023-10,PXK,L1,1- SP Công nghệ nền,SP Khác,A001,B003,1947503000.0,Thang
2025-02,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,16200000000.0,Thang
2024-11,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,114800000000.0,Thang
2024-07,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,7546747626.0,Thang
2024-07,CTY,,,,,,1467000000000.0,Quy
2023-10,BH2,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,36839000.0,Thang
2023-10,PXK,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,404701000.0,Thang
2024-12,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,5334000000.0,Thang
2024-09,BH2,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,3574714803.0,Thang
2023-10,TMND,L2,2- SP Chất lượng cao,SP LED G20,A002,B016,74856000.0,Thang
2023-10,BH1,L6,6- KD DV & Trải nghiệm KH,KD DV & Trải nghiệm KH,A006,B017,207471000.0,Thang
2024-10,CTY,,,,,,700000000000.0,Thang
2024-10,BH1,L3,3- SP SMART,Sản phẩm nền tảng,A003,B018,3000000000.0,Quy
2024-07,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,30572244203.0,Quy
2025-01,PXK,,,,,,104000000000.0,Thang
2024-08,PXK,,,,,,100000000000.0,Thang
2023-10,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,1427538000.0,Thang
2024-11,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,5000000000.0,Thang
2025-01,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,70500000000.0,Quy
2023-10,CTY,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,1749002000.0,Thang
2023-10,PXK,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,738000.0,Thang
2024-07,BH2,L3,3- SP SMART,Sản phẩm nền tảng,A003,B018,2088359796.0,Quy
2024-11,CTY,L5,5- SP IOT,,A005,,33000000000.0,Thang
2023-10,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,253619000000.0,Thang
2024-11,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,500000000.0,Thang
2023-10,TMND,,,,,,923000.0,Thang
2023-10,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,62874000.0,Thang
2023-10,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,13346615000.0,Thang
2024-08,TMND_BH1,,,,,,200000000000.0,Thang
2025-01,BH1,L4,4- SP LOCAL,Local,A004,B019,9000000000.0,Quy
2025-02,BH1,L4,4- SP LOCAL,Local,A004,B019,3000000000.0,Thang
2023-10,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,18668439000.0,Thang
2025-01,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,23500000000.0,Thang
2024-01,CTY,,,,,,6400000000000.0,Nam
2025-02,BH1,L6,6- KD DV & Trải nghiệm KH,KD DV & Trải nghiệm KH,A006,B017,3000000000.0,Thang
2023-10,BH2,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,717355000.0,Thang
2024-11,TMND,L1,1- SP Công nghệ nền,,A001,,382000000000.0,Thang
2024-08,BH2,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,27313638393.0,Thang
2024-09,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,248141294.0,Thang
2023-10,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,61106000.0,Thang
2024-10,BH2,,,,,,216776000000.0,Thang
2025-01,TMND_BH2,,,,,,3400000000000.0,Nam
2024-07,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,1280038922.0,Thang
2024-12,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,12000000000.0,Thang
2024-11,TMND_BH2,L1,1- SP Công nghệ nền,,A001,,185000000000.0,Thang
2023-10,TMND,L1,1- SP Công nghệ nền,SP Khác,A001,B003,538923000.0,Thang
2024-10,BH1,L6,6- KD DV & Trải nghiệm KH,KD DV & Trải nghiệm KH,A006,B017,4650000000.0,Quy
2024-07,BH2,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,61925360.91,Thang
2024-11,CTY,L6,6- KD DV & Trải nghiệm KH,,A006,,13000000000.0,Thang
2025-01,TMND,L6,6- KD DV & Trải nghiệm KH,,A006,,26000000000.0,Quy
2025-02,CTY,,,,,,740000000000.0,Thang
2023-10,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,3381187000.0,Thang
2023-10,CTY,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,2287404000.0,Thang
2025-01,TMND_BH1,,,,,,3400000000000.0,Nam
2024-07,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,4991956597.0,Quy
2024-10,BH1,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,3500000000.0,Thang
2023-10,TMND,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,1749002000.0,Thang
2024-11,BH2,,,,,,255880000000.0,Thang
2025-01,CTY,,,,,,540000000000.0,Thang
2025-01,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,1050000000.0,Thang
2024-07,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,246928773.9,Thang
2024-10,TMND_BH2,,,,,,520000000000.0,Thang
2024-08,BH2,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,33165026.62,Thang
2024-07,BH2,L6,6- KD DV & Trải nghiệm KH,KD DV & Trải nghiệm KH,A006,B017,442560499.0,Quy
2024-07,CTY,,,,,,410000000000.0,Thang
2024-07,TMND_BH1,,,,,,650000000000.0,Quy
2024-09,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,9450732282.0,Thang
2024-08,BH2,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,10889870278.0,Thang
2023-10,TMND,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,30201000.0,Thang
2023-10,BH2,L2,2- SP Chất lượng cao,SP LED G20,A002,B016,41746000.0,Thang
2024-07,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,625051724.7,Quy
2024-07,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,330543000000.0,Quy
2023-10,BH2,L1,1- SP Công nghệ nền,,A001,,2000.0,Thang
2024-12,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,54000000000.0,Thang
2024-07,BH2,L4,4- SP LOCAL,Local,A004,B019,2510407.5,Thang
2024-11,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,10000000000.0,Thang
2025-01,TMND_BH1,L6,6- KD DV & Trải nghiệm KH,,A006,,3000000000.0,Quy
2024-11,TMND_BH2,L5,5- SP IOT,,A005,,14000000000.0,Thang
2023-10,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,164616000.0,Thang
2024-11,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,4000000000.0,Thang
2023-10,TMND,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,4006648000.0,Thang
2023-10,BH1,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,1749002000.0,Thang
2025-02,BH1,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,1050000000.0,Thang
2024-09,BH2,L4,4- SP LOCAL,Local,A004,B019,4037335.139,Thang
2024-10,TMND_BH2,,,,,,860000000000.0,Quy
2023-10,BH2,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,11160533000.0,Thang
2024-10,BH1,L4,4- SP LOCAL,Local,A004,B019,4650000000.0,Quy
2025-01,CTY,L5,5- SP IOT,,A005,,6000000000.0,Quy
2024-08,CTY,,,,,,500000000000.0,Thang
2025-02,TMND,,,,,,620000000000.0,Thang
2025-01,TMND_BH2,,,,,,60000000000.0,Thang
2023-10,CTY,L1,1- SP Công nghệ nền,Ballat đèn Huỳnh quang,A001,B014,30201000.0,Thang
2024-10,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,76500000000.0,Quy
2023-10,TMND,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,3381187000.0,Thang
2025-01,PXK,,,,,,1600000000000.0,Nam
2024-07,BH2,L3,3- SP SMART,Thiết bị điện thông minh,A003,B020,564030556.4,Quy
2023-10,TMND,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,253619000000.0,Thang
2024-09,BH2,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,968531262.7,Thang
2023-10,CTY,L6,6- KD DV & Trải nghiệm KH,KD DV & Trải nghiệm KH,A006,B017,207471000.0,Thang
2024-11,CTY,L2,2- SP Chất lượng cao,,A002,,88000000000.0,Thang
2024-10,BH1,L4,4- SP LOCAL,Local,A004,B019,1250000000.0,Thang
2025-01,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,16000000000.0,Thang
2025-01,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,103950000000.0,Thang
2024-10,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,74800000000.0,Quy
2024-12,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,152218000000.0,Thang
2024-11,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,7000000000.0,Thang
2025-01,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,4500000000.0,Thang
2023-10,CTY,L3,3- SP SMART,Sản phẩm nền tảng,A003,B018,451586000.0,Thang
2024-12,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,1200000000.0,Thang
2024-11,PXK,L6,6- KD DV & Trải nghiệm KH,,A006,,50000000000.0,Thang
2023-10,BH1,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,512639000.0,Thang
2025-01,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,323250000000.0,Quy
2025-02,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,4200000000.0,Thang
2024-10,TMND,,,,,,1020000000000.0,Thang
2024-10,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,350000000.0,Thang
2023-10,BH1,,,,,,923000.0,Thang
2024-07,PXK,,,,,,100000000000.0,Thang
2024-09,BH2,L2,2- SP Chất lượng cao,SP LED G20,A002,B016,35010165.19,Thang
2025-01,BH2,,,,,,240335000000.0,Quy
2023-10,TMND,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,512639000.0,Thang
2024-10,TMND_BH1,,,,,,500000000000.0,Thang
2025-01,BH1,L1,1- SP Công nghệ nền,Thiết bị điện,A001,B005,4200000000.0,Thang
2025-02,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,107325000000.0,Thang
2025-01,TMND,L3,3- SP SMART,,A003,,1771000000000.0,Quy
2023-10,PXK,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,261000.0,Thang
2024-09,CTY,,,,,,600000000000.0,Thang
2024-10,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,1700000000.0,Quy
2024-01,TMND,,,,,,5430000000000.0,Nam
2023-10,BH2,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,13465261000.0,Thang
2024-07,BH2,L5,5- SP IOT,IoT,A005,B013,369886235.9,Thang
2025-01,CTY,L3,3- SP SMART,,A003,,464000000000.0,Quy
2024-09,BH2,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,131224000000.0,Thang
2024-09,BH2,L3,3- SP SMART,Sản phẩm nền tảng,A003,B018,829064670.4,Thang
2024-07,TMND,,,,,,310000000000.0,Thang
2025-02,PXK,,,,,,120000000000.0,Thang
2023-10,TMND,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,18668439000.0,Thang
2024-10,BH1,L1,1- SP Công nghệ nền,Phích phổ thông,A001,B009,15400000000.0,Thang
2024-11,PXK,L1,1- SP Công nghệ nền,,A001,,50000000000.0,Thang
2025-02,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,18225000000.0,Thang
2024-10,BH1,L1,1- SP Công nghệ nền,Sản phẩm LED nền,A001,B001,97850000000.0,Thang
2023-10,TMND_BH1,,,,,,387572000000.0,Thang
2023-10,TMND,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,62874000.0,Thang
2024-10,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,17150000000.0,Thang
2024-08,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,222644178.6,Thang
2024-09,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,1981772901.0,Thang
2023-10,BH2,L1,1- SP Công nghệ nền,Ruột phích,A001,B011,1550142000.0,Thang
2023-10,BH2,L1,1- SP Công nghệ nền,SP Khác,A001,B003,10460948000.0,Thang
2023-10,BH2,L1,1- SP Công nghệ nền,Máng đèn,A001,B007,1294361000.0,Thang
2025-01,BH1,L2,2- SP Chất lượng cao,Sản phẩm CTDA,A002,B002,13500000000.0,Quy
2025-01,BH1,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,54000000000.0,Quy
2025-01,BH1,L2,2- SP Chất lượng cao,Phích thể hiện nhiệt độ,A002,B010,2000000000.0,Thang
2023-10,CTY,L1,1- SP Công nghệ nền,SP Khác,A001,B003,538923000.0,Thang
2023-10,TMND,L5,5- SP IOT,IoT,A005,B013,1082806000.0,Thang
2024-11,TMND_BH1,L2,2- SP Chất lượng cao,,A002,,39000000000.0,Thang
2024-10,BH1,L3,3- SP SMART,Thiết bị điều khiển,A003,B015,3000000000.0,Quy
2024-09,TMND_BH2,,,,,,225000000000.0,Thang
2023-10,CTY,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,512639000.0,Thang
2023-10,TMND,L1,1- SP Công nghệ nền,Phích cao cấp,A001,B008,1238571000.0,Thang
2024-12,BH1,L5,5- SP IOT,IoT,A005,B013,10160000000.0,Thang
2025-02,TMND_BH1,,,,,,310000000000.0,Thang
2024-07,TMND_BH1,,,,,,170000000000.0,Thang
2025-01,TMND_BH1,L1,1- SP Công nghệ nền,,A001,,2291000000000.0,Quy
2024-11,BH1,L2,2- SP Chất lượng cao,Đèn LED tiên tiến,A002,B004,12600000000.0,Thang
2024-10,TMND,,,,,,1790000000000.0,Quy
2025-01,TMND_BH2,L1,1- SP Công nghệ nền,,A001,,2159000000000.0,Quy
2023-10,BH1,L3,3- SP SMART,Sản phẩm LED Smart,A003,B006,97559063000.0,Thang
2023-10,TMND,L6,6- KD DV & Trải nghiệm KH,KD DV & Trải nghiệm KH,A006,B017,207471000.0,Thang
2023-10,BH2,L1,1- SP Công nghệ nền,"Chao, choá",A001,B012,349639000.0,Thang
2025-01,TMND,L2,2- SP Chất lượng cao,,A002,,529000000000.0,Quy
